BUSINESSID,X_Coord,Y_Coord,PARENTNAME,NAME,TRAFFIC_ZONE,FULL_ADDRESS,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIR,UNIT_NUM,COMMUNITY,MUNICIPALITY,PROVINCE,COUNTRY,POST_CODE,MAIL_FULL_ADDRESS,MAIL_STREET_NUM,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_UNIT_NUM,MAIL_COMMUNITY,MAIL_MUNICIPALITY,MAIL_PROVINCE,MAIL_COUNTRY,MAIL_POST_CODE,MAIL_POBOX,PRIM_NAICS,PRIM_NAICS_DESC,SEC_NAICS,SEC_NAICS_DESC,PRIM_BUS_CLUSTER,SEC_BUS_CLUSTER,BUS_ACTIVITY_DESC,MANUFACTURER,CAN_HEADOFFICE,HEADOFFICEPROVSTATE,HEADOFFICECOUNTRY,EMPLOYEE_RANGE,YR_CURRENTLOC,WEBSITE,GEN_BUS_EMAIL,PHONE_NO,PHONE_EXT,FAX_NO,TOLLFREE_NO,TOLLFREE_EXT,UPDATEMETHOD,LAST_SURVEYED,LAST_UPDATED
88146,628956,4866341, ,A99 GOLF INTERNATIONAL,1141,26 GORMLEY COURT,26,GORMLEY,Court, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4E1A2,26 GORMLEY COURT,26,GORMLEY,Court, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4E1A2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,45111,SPORTING GOODS STORES, , ,"RETAIL GOLF PRODUCTS, ONLINE STORE, PROVIDES CLASSES, AND ALSO INDOOR GOLF",0,0,NA,NOT APPLICABLE,4-Jan,2016,WWW.A99GOLF.COM,SALES@A99GOLF.COM,416-273-6739,0, ,800-556-6258, ,Phone,4/8/2020,6/16/2017
88208,633409,4854534, ,1826732 ONTARIO LIMITED,1435,105 RIVIERA DRIVE,105,RIVIERA,Drive, ,5,Markham,Markham,ONTARIO,CANADA,L3R5J7,105 RIVIERA DRIVE,105,RIVIERA,Drive, ,5,Markham,Markham,ONTARIO,CANADA,L3R5J7, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,DISTRIBUTOR OF FITNESS EQUIPMENT,0,0,NA,NOT APPLICABLE,4-Jan,2013, ,FITSTAR@LIVE.COM,647-308-7727,0, , , ,Phone,12/20/2019,7/30/2019
88260,625451,4859709, ,WOMENS FITNESS CLUB OF CANADA,1121,10341 YONGE STREET,10341,YONGE,Street, ,3,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C1,10341 YONGE STREET,10341,YONGE,Street, ,3,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"WOMEN'S FITNESS GYM, TRAINING FACILITY",0,0,ON,CANADA,19-Oct,2014,WWW.WOMENSFITNESSCLUBS.COM, ,905-737-1520,0,905-737-4543, , ,In Person,12/20/2019,5/30/2019
88348,626207,4861834, ,REBOUND PRODUCTS INC,1413,565 EDWARD AVENUE,565,EDWARD,Avenue, ,7-Jun,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C9W8,565 EDWARD AVENUE,565,EDWARD,Avenue, ,7-Jun,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C9W8, ,33992,SPORTING AND ATHLETIC GOODS MANUFACTURING,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , ,MANUFACTURE AND WHOLESALE OF PROFESSIONAL TRAMPOLINES.,1,0,ON,NOT APPLICABLE,9-May,2011,WWW.REBOUNDPRODUCTS.COM,TRAMPOLINE@REBOUNDPRODUCTS.COM,905-787-9090,0,905-787-0650,877-573-2686, ,In Person,12/20/2019,6/25/2019
88428,633285,4854932, ,900 BOWLING PRO SHOP,1435,3400 14TH AVENUE,3400,14TH,Avenue, ,15,Markham,Markham,ONTARIO,CANADA,L3R0H7,3400 14TH AVENUE,3400,14TH,Avenue, ,15,Markham,Markham,ONTARIO,CANADA,L3R0H7, ,45111,SPORTING GOODS STORES, , , , ,"RETAIL OF CUSTOM MADE BOWLING BALLS, DOES FITTING FOR CUSTOMERS. THIS IS A RETAIL LOCATION, DOES ADJUSTMENTS FOR CUSTOMERS, NO MANUFACTURING",0,0,NA,NOT APPLICABLE,4-Jan,2013, ,900PROSHOP@GMAIL.COM,289-597-8888,0, , , ,Phone,12/20/2019,8/23/2017
88915,626053,4861837, ,V TRAINED,1413,636 EDWARD AVENUE,636,EDWARD,Avenue, ,12,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C0V4,636 EDWARD AVENUE,636,EDWARD,Avenue, ,12,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C0V4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,PERSONAL TRAINER - PRIVATE FITNESS CENTRE,0,0,NA,NOT APPLICABLE,4-Jan,2011, ,VTRAINED@HOTMAIL.COM,647-828-6695,0, , , ,Phone,12/20/2019,5/11/2018
88984,633096,4853632, ,ADVANTAGE 4 ATHLETES,1178,500 DENISON STREET,500,DENISON,Street, , ,Markham,Markham,ONTARIO,CANADA,L3R1B9,500 DENISON STREET,500,DENISON,Street, , ,Markham,Markham,ONTARIO,CANADA,L3R1B9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"SPORTS THERAPY, GENERAL GYM, AND MASSAGE THERAPY, PERSONAL TRAINING, BOOT CAMP

SECONDARY ACUPUNCTURE",0,0,NA,NOT APPLICABLE,20-49,2007,WWW.ADVANTAGE4ATHLETES.COM,RECEPTION@ADVANTAGE4ATHLETES.COM,905-943-4480,0, , , ,In Person,12/20/2019,7/16/2019
88985,636353,4857419, ,GEAR UP AIR SOFT,1445,8339 KENNEDY ROAD,8339,KENNEDY,Road, ,2100,Unionville,Markham,ONTARIO,CANADA,L3R5T5,8339 KENNEDY ROAD,8339,KENNEDY,Road, ,2100,Unionville,Markham,ONTARIO,CANADA,L3R5T5, ,45111,SPORTING GOODS STORES, , , , ,RETAIL OF AIRSOFT EQUIPMENT. OPEN TO THE PUBLIC ON WEEKENDS.,0,0,NA,NOT APPLICABLE,4-Jan,2013,WWW.GEARUPAIRSOFT.COM,INFO@GEARUPAIRSOFT.COM,647-571-0085,0, , , ,In Person,12/20/2019,8/7/2019
88997,618152,4851562, ,FEEL TO HEAL FITNESS,1060,538 MILLWAY AVENUE,538,MILLWAY,Avenue, , ,Concord,Vaughan,ONTARIO,CANADA,L4K3V5,538 MILLWAY AVENUE,538,MILLWAY,Avenue, , ,Concord,Vaughan,ONTARIO,CANADA,L4K3V5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS GYM,0,0,NA,NOT APPLICABLE,4-Jan,2015, , ,416-991-1326,0, , , ,Phone,12/20/2019,6/5/2018
89454,623184,4860256, ,INDIGO YOGA STUDIO,1110,10815 BATHURST STREET,10815,BATHURST,Street, ,11,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C9Y2,10815 BATHURST STREET,10815,BATHURST,Street, ,11,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C9Y2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,YOGA STUDIO,0,0,NA,NOT APPLICABLE,19-Oct,2014,WWW.INDIGOYOGASTUDIO.CA,INFO@INDIGOYOGABARRE.COM,905-508-9642,0, , , ,Phone,12/20/2019,6/5/2019
89519,621228,4853031, ,B-FIT BOXING,1084,15 CONNIE CRESCENT,15,CONNIE,Crescent, ,7,Concord,Vaughan,ONTARIO,CANADA,L4K1L3,15 CONNIE CRESCENT,15,CONNIE,Crescent, ,7,Concord,Vaughan,ONTARIO,CANADA,L4K1L3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"BOXING, FITNESS STUDIO",0,0,NA,NOT APPLICABLE,9-May,2014,WWW.BFITBOXING.COM,BFITBOXING@ROGERS.COM,905-597-2348,0, , , ,In Person,12/20/2019,5/28/2019
89567,636353,4857419, ,J ZONE BADMINTON,1445,8339 KENNEDY ROAD,8339,KENNEDY,Road, ,2327,Unionville,Markham,ONTARIO,CANADA,L3R5T5,8339 KENNEDY ROAD,8339,KENNEDY,Road, ,2327,Unionville,Markham,ONTARIO,CANADA,L3R5T5, ,45111,SPORTING GOODS STORES, , , , ,RETAIL BADMINTON EQUIPMENT AND ACCESSORIES,0,0,NA,NOT APPLICABLE,4-Jan,2014,WWW.JZONEBADMINTON.COM,INFO@JZONEBADMINTON.COM,289-859-8211,0, , , ,In Person,12/20/2019,8/8/2019
89757,616453,4849288, ,PEAK FITNESS,1372,90 WINGES ROAD,90,WINGES,Road, ,19,Woodbridge,Vaughan,ONTARIO,CANADA,L4L6A9,90 WINGES ROAD,90,WINGES,Road, ,19,Woodbridge,Vaughan,ONTARIO,CANADA,L4L6A9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"PERSONAL TRAINING STUDIO, BOOT CAMP, WEIGHT LOSS AND NUTRITION. HEALTH AND FITNESS.",0,0,NA,NOT APPLICABLE,4-Jan,2014, , ,416-624-9534,0, , , ,Phone,12/20/2019,6/30/2015
89810,632988,4854419, ,GO GIRL BOOTCAMPS,1177,39 RIVIERA DRIVE,39,RIVIERA,Drive, ,1,Markham,Markham,ONTARIO,CANADA,L3R8N4,39 RIVIERA DRIVE,39,RIVIERA,Drive, ,1,Markham,Markham,ONTARIO,CANADA,L3R8N4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS CLUB + CLASSES, MEMBERS ONLY (ONLY WOMEN). DROP IN CLASSES AVAILABLE",0,0,NA,NOT APPLICABLE,9-May,2015,WWW.GOGIRLBODYTRANSFORMATION.COM,INFO@GOGIRLSBOOTCAMPS.COM,905-604-8349,0, , , ,In Person,12/20/2019,5/23/2019
89818,616636,4851383, ,BODY BARRE FITNESS,1049,8383 WESTON ROAD,8383,WESTON,Road, ,110-111,Woodbridge,Vaughan,ONTARIO,CANADA,L4L1A6,8383 WESTON ROAD,8383,WESTON,Road, ,110-111,Woodbridge,Vaughan,ONTARIO,CANADA,L4L1A6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"WOMEN'S FITNESS STUDIO. YOGA, PILATES, BARRE, AND FITNESS.",0,0,NA,NOT APPLICABLE,19-Oct,2018,WWW.BODYBARRESTUDIO.CA,BODYBARREFITNESS@GMAIL.COM,416-992-8039,0, , , ,In Person,12/20/2019,6/21/2019
89917,621684,4853423, ,AKROSS CANADA,1082,131 CITATION DRIVE,131,CITATION,Drive, ,21,Concord,Vaughan,ONTARIO,CANADA,L4K2R3,131 CITATION DRIVE,131,CITATION,Drive, ,21,Concord,Vaughan,ONTARIO,CANADA,L4K2R3, ,45111,SPORTING GOODS STORES,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , ,MARTIAL ARTS UNIFORM RETAIL/WHOLESALE. ONLINE IN STORE -  SOME CUSTOMIZATION,0,0,NA,NOT APPLICABLE,9-May,2014,WWW.AKROSS.CA,INFO@AKROSS.CA,416-477-8207,0, ,855-320-0777, ,In Person,12/20/2019,5/29/2019
89958,634280,4854034, ,VANGO TORONTO FENCING INC.,1179,980 DENISON STREET,980,DENISON,Street, , ,Markham,Markham,ONTARIO,CANADA,L3R3K5,980 DENISON STREET,980,DENISON,Street, , ,Markham,Markham,ONTARIO,CANADA,L3R3K5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FENCING CENTER WITH INSTRUCTION AND CLASSES.,0,0,NA,NOT APPLICABLE,20-49,2014,WWW.VANGOFENCING.CA,INFO@VANGOFENCING.CA,905-415-9997,0,905-415-1117, , ,Phone,12/20/2019,8/31/2018
89989,614933,4848754, ,WHOLISTIC BODY-BUILDING & WELLNESS,1045,7611 PINE VALLEY DRIVE,7611,PINE VALLEY,Drive, ,6-May,Woodbridge,Vaughan,ONTARIO,CANADA,L4L0A2,7611 PINE VALLEY DRIVE,7611,PINE VALLEY,Drive, ,6-May,Woodbridge,Vaughan,ONTARIO,CANADA,L4L0A2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"HEALTH AND FITNESS, AND PERSONAL TRAINING MEMBERSHIPS",0,0,NA,NOT APPLICABLE,9-May,2014,WWW.WHOLISTICBODYBUILDING.COM,INFO@WHOLISTICBODYBUILDING.COM,905-264-6844,0, , , ,In Person,12/20/2019,7/30/2018
90557,634269,4853366, ,IPLAY BADMINTON,1437,351 FERRIER STREET,351,FERRIER,Street, ,7,Markham,Markham,ONTARIO,CANADA,L3R5Z2,351 FERRIER STREET,351,FERRIER,Street, ,7,Markham,Markham,ONTARIO,CANADA,L3R5Z2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,45111,SPORTING GOODS STORES, , ,BADMINTON RECREATION FACILITY AND RETAIL BADMINTON EQUIPMENT,0,0,NA,NOT APPLICABLE,4-Jan,2014,WWW.IPLAYBADMINTON.CA,INFO@IPLAYBADMINTON.CA,905-604-6058,0, , , ,Phone,12/20/2019,8/14/2018
90650,634016,4854767, ,PUSH PERSONAL FITNESS,1179,401 ALDEN ROAD,401,ALDEN,Road, ,19,Markham,Markham,ONTARIO,CANADA,L3R4N4,401 ALDEN ROAD,401,ALDEN,Road, ,19,Markham,Markham,ONTARIO,CANADA,L3R4N4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,PERSONAL FITNESS AND TRAINING CENTRE,0,0,NA,NOT APPLICABLE,4-Jan,2014,WWW.ANTHONYMSTUART.WEEBLY.COM,PUSH.ANTHONY.TRAINING@GMAIL.COM,416-456-2677,0, , , ,Phone,12/20/2019,8/6/2019
90801,634913,4855627, ,MJD ULTIMATE FITNESS,1182,7750 BIRCHMOUNT ROAD,7750,BIRCHMOUNT,Road, ,15,Markham,Markham,ONTARIO,CANADA,L3R0B4,7750 BIRCHMOUNT ROAD,7750,BIRCHMOUNT,Road, ,15,Markham,Markham,ONTARIO,CANADA,L3R0B4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,PERSONAL TRAINING,0,0,NA,NOT APPLICABLE,4-Jan,2015,WWW.EVERYDAYATHLETE.INFO,EVERYDAYATHLETE1@GMAIL.COM,647-993-5061,0, , , ,Phone,12/20/2019,8/31/2018
90934,635886,4856109, ,E-BADMINTON TRAINING CENTRE,1183,100 DUFFIELD DRIVE,100,DUFFIELD,Drive, ,B,Markham,Markham,ONTARIO,CANADA,L6G1B5,100 DUFFIELD DRIVE,100,DUFFIELD,Drive, ,B,Markham,Markham,ONTARIO,CANADA,L6G1B5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"BADMINTON TRAINING CENTER, OFFERS LESSONS",0,0,NA,NOT APPLICABLE,9-May,2014,WWW.E-BADMINTONCLUB.COM,E.BADMINTON@GMAIL.COM,905-470-9991,0, , , ,Phone,12/20/2019,8/20/2018
90996,634376,4853945, ,KOOL BOWL WORKSHOP,1437,1001 DENISON STREET,1001,DENISON,Street, ,8,Markham,Markham,ONTARIO,CANADA,L3R2Z6,1001 DENISON STREET,1001,DENISON,Street, ,8,Markham,Markham,ONTARIO,CANADA,L3R2Z6, ,45111,SPORTING GOODS STORES, , , , ,RETAIL OF BOWLING EQUIPMENT,0,0,NA,NOT APPLICABLE,4-Jan,2014,WWW.KOOLBOWL.COM,GENERAL@KOOLBOWL.COM,416-505-0102,0,416-318-3566, , ,Phone,12/20/2019,8/22/2017
91147,635834,4857084,CITY OF MARKHAM,MARKHAM PAN AM CENTRE,1185,16 MAIN UNIONVILLE STREET,16,MAIN UNIONVILLE,Street, , ,Unionville,Markham,ONTARIO,CANADA,L3R2E5,16 MAIN UNIONVILLE STREET,16,MAIN UNIONVILLE,Street, , ,Unionville,Markham,ONTARIO,CANADA,L3R2E5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,TOURISM,UNDEFINED,"AQUATIC POOL AND COMMUNITY SPACE; PAN AM SITE; OLYMPIC SWIMMING POOL, TRAINING FACILITY, BADMINTON COURTS, VOLLEYBALL COURTS",0,0,NA,NOT APPLICABLE,50-99,2014,WWW.MARKHAM.CA, ,905-475-4730,0,905-415-7504, , ,other,12/20/2019,9/17/2019
91164,628943,4862040, ,ORANGETHEORY FITNESS,1143,10775 LESLIE STREET,10775,LESLIE,Street, ,5,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4S0B2,10775 LESLIE STREET,10775,LESLIE,Street, ,5,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4S0B2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS STUDIO AND PERSONAL TRAINING FOR MEN AND WOMEN AGES 14 AND UP,0,0,AB,USA,19-Oct,2015,WWW.OTFRICHMOMDHILL.CA,STUDIOCA007@ORANGETHEORYFITNESS.CA,289-809-8773,0, , , ,In Person,12/20/2019,7/2/2019
91186,624200,4873793, ,SPORT AURORA,1237,100 JOHN WEST WAY,100,JOHN WEST,Way, , ,Aurora,Aurora,ONTARIO,CANADA,L4G6J1,100 JOHN WEST WAY,100,JOHN WEST,Way, , ,Aurora,Aurora,ONTARIO,CANADA,L4G6J1,1000,71121,SPECTATOR SPORTS, , , , ,"PROVIDES PROGRAMS AND SERVICES TO MEMBERS OF SPORT ORGANIZATIONS. AID IN CAPACITY BUILDING, ENHANCING PARTICIPATION, DEVELOPING INTEGRATION, AND CELEBRATING EXCELLENCE. HAVE MULTIPLE PROGRAMS INCLUDING ALL KIDS CAN PLAY PROGRAM AND TRAINING PROGRAMS",0,0,NA,NOT APPLICABLE,4-Jan,2010,WWW.SPORTAURORA.CA,PROGRAM.MANAGER@SPORTAURORA.CA,905-726-4776,0, , , ,Phone,12/20/2019,8/16/2018
91471,630502,4907435, ,BACK2BASICS,1345,20887 DALTON ROAD,20887,DALTON,Road, ,13-Dec,Sutton,Georgina,ONTARIO,CANADA,L0E1R0,91 DR GEORGE BURROWS PARKWAY,91,DR GEORGE BURROWS,Parkway, , ,Georgina,Georgina,ONTARIO,CANADA,L4P3X1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS, HEALTH, GYM MEMBERSHIPS, CLASSES AND SUPPLEMENTS",0,0,NA,NOT APPLICABLE,4-Jan,2015,WWW.BACK2BASICSFITNESSANDHEALTH.COM,ZUMBARBIE@GMAIL.COM,905-868-7576,0, , , ,In Person,12/20/2019,5/13/2019
91511,639109,4869213, ,REPETITIONS FITNESS STUDIO,1299,38 INNOVATOR AVENUE,38,INNOVATOR,Avenue, ,1,Stouffville,Whitchurch-Stouffville,ONTARIO,CANADA,L4A0Y2,38 INNOVATOR AVENUE,38,INNOVATOR,Avenue, ,1,Stouffville,Whitchurch-Stouffvil,ONTARIO,CANADA,L4A0Y2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"VEGAN CAFE, DINE-IN AND TAKEOUT, CLASS BASED AND MEMBERSHIP BASED FITNESS STUDIO. PRIVATE TRAINING, NUTRITIONAL COUNSELLING AND FITNESS PLANS, RETAIL SWEATERS AND SUPPLEMENTS",0,0,NA,NOT APPLICABLE,9-May,2014,WWW.REPETITIONSFITNESS.CA,REPITITIONSFITNESSSTUDIO@GMAIL.COM,905-640-6262,0, , , ,In Person,12/20/2019,5/15/2019
91619,634663,4855540, ,MILLIKEN MILLS HEALTH & FITNESS,1182,145 ROYAL CREST COURT,145,ROYAL CREST,Court, ,9,Markham,Markham,ONTARIO,CANADA,L3R9Z4,145 ROYAL CREST COURT,145,ROYAL CREST,Court, ,9,Markham,Markham,ONTARIO,CANADA,L3R9Z4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,62149,OTHER OUT-PATIENT CARE CENTRES, , ,"REGISTERED MASSAGE THERAPY, AND EXERCISE CLASS INSTRUCTION AND STUDIO",0,0,NA,NOT APPLICABLE,4-Jan,2015,WWW.MILIKENMILLSHEALTH.COM, ,647-297-7390,0, , , ,Phone,12/20/2019,7/9/2018
92044,631658,4854775, ,SU BADMINTON CLUB,1161,170 SHIELDS COURT,170,SHIELDS,Court, ,1,Markham,Markham,ONTARIO,CANADA,L3R9T5,170 SHIELDS COURT,170,SHIELDS,Court, ,1,Markham,Markham,ONTARIO,CANADA,L3R9T5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,MEMBERSHIP BADMINTON CLUB,0,0,NA,NOT APPLICABLE,19-Oct,2012,WWW.SUBADMINTONCLUB.COM,MARKHAM@SUBADMINTONCLUB.COM,905-752-6857,0, , , ,In Person,12/20/2019,8/8/2019
92274,629640,4852655, ,KALEV,1155,3 PEBBLE BEACH GATE,3,PEBBLE BEACH,Gate, , ,Thornhill,Markham,ONTARIO,CANADA,L3T1T8,3 PEBBLE BEACH GATE,3,PEBBLE BEACH,Gate, , ,Thornhill,Markham,ONTARIO,CANADA,L3T1T8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,<Null>, , , ,OLYMPIC SPORT TRAINING AND DEVELOPMENT,0,0,ON,CANADA,NOT AVAILABLE,2015,WWW.KALEV.NET,INFO@KALEV.NET,905-889-4167,0, , , , ,4/8/2020,8/19/2015
92944,634422,4854379, ,ELITE FIT BOOT CAMP & PERSONAL TRAINING INC.,1179,415 HOOD ROAD,415,HOOD,Road, ,15,Markham,Markham,ONTARIO,CANADA,L3R3W2,415 HOOD ROAD,415,HOOD,Road, ,15,Markham,Markham,ONTARIO,CANADA,L3R3W2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,BOOT CAMP/PERSONAL TRAINING,0,0,NA,NOT APPLICABLE,4-Jan,2015,WWW.ELITEFIT.CA,INFO@ELITEFIT.CA,416-315-3082,0, , , ,Phone,12/20/2019,9/4/2015
93038,639234,4862902, ,IRON FITNESS STRENGTH CLUB,1213,9833 MARKHAM ROAD,9833,MARKHAM,Road, ,4,Markham,Markham,ONTARIO,CANADA,L3P3J3,9833 MARKHAM ROAD,9833,MARKHAM,Road, ,4,Markham,Markham,ONTARIO,CANADA,L3P3J3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GYM FITNESS CENTER WITH PERSONAL TRAINING,0,0,NA,NOT APPLICABLE,4-Jan,2014,WWW.IRON-FITNESS.CA,INFO@IRON-FITNESS.CA,905-554-7669,0, , , ,In Person,12/20/2019,7/31/2019
93171,633005,4853366, ,RACQUETGUYS,1436,7400 VICTORIA PARK AVENUE,7400,VICTORIA PARK,Avenue, ,7,Markham,Markham,ONTARIO,CANADA,L3R2V4,7400 VICTORIA PARK AVENUE,7400,VICTORIA PARK,Avenue, ,7,Markham,Markham,ONTARIO,CANADA,L3R2V4, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,"WHOLESALE RACKETS, MAINLY TENNIS RACKETS, STRINGS, TENNIS BALLS",0,0,NA,NOT APPLICABLE,20-49,2015,WWW.RACQUETGUYS.COM,INFO@RACQUETGUYS.COM,416-292-8333,0,866-387-6557,888-589-6888, ,In Person,12/20/2019,8/2/2019
93408,622011,4879252, ,MASTER FITNESS & SQUASH COMPLEX,1254,77 DAVIS DRIVE,77,DAVIS,Drive, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y2M9,77 DAVIS DRIVE,77,DAVIS,Drive, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y2M9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,61162,ATHLETIC INSTRUCTION, , ,"FITNESS CENTRE: SQUASH COURTS, STRENGTH AND CARDIO EQUIPMENT",0,0,NA,NOT APPLICABLE,9-May,2015,WWW.MASTERFITNESS.CA,77DAVISDR@GMAIL.COM,905-235-7725,0, , , ,In Person,12/20/2019,5/15/2019
93780,633210,4854715, ,MARKHAM STRENGTH AND CONDITIONING/ WEST MARKHAM CROSSFIT,1435,3335 14TH AVENUE,3335,14TH,Avenue, ,2,Markham,Markham,ONTARIO,CANADA,L3R0H3,3335 14TH AVENUE,3335,14TH,Avenue, ,2,Markham,Markham,ONTARIO,CANADA,L3R0H3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"CROSSFIT, GYM, POWERLIFTING, OLYMPIC WEIGHTLIFTING, BOOT CAMP, STRENGTH AND REHAB, SPORTS SPECIFIC TRAINING. PERSONAL TRAINING",0,0,NA,NOT APPLICABLE,4-Jan,2014,WWW.MARKHAMSC.CA,CROSSFITWESTMARKHAM@GMAIL.COM,905-475-0040,0, , , ,Phone,12/20/2019,7/31/2018
93834,622835,4872900, ,B1 GRUPPO,1233,15222 YONGE STREET,15222,YONGE,Street, ,A,Aurora,Aurora,ONTARIO,CANADA,L4G1L9,15222 YONGE STREET,15222,YONGE,Street, ,A,Aurora,Aurora,ONTARIO,CANADA,L4G1L9, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS,61162,ATHLETIC INSTRUCTION, , ,"IMPORT BIKES AND DISTRIBUTE THEM TO STORES, TRAINING STUDIO, SOME SPORT RETAIL",0,0,NA,NOT APPLICABLE,4-Jan,2013,WWW.B1GRUPPO.COM,VITO@B1GRUPPO.CA,416-315-7980,0, , , ,Phone,12/20/2019,7/25/2019
93912,633620,4857008, ,CELEBRITY PHYSIQUES FITNESS AND BEAUTY SPA CLUB,1176,3621 HIGHWAY 7,3621,7, , ,102,Markham,Markham,ONTARIO,CANADA,L3R0G6,3621 HIGHWAY 7,3621,7, , ,102,Markham,Markham,ONTARIO,CANADA,L3R0G6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"PERSONAL TRAINING, SPA SERVICES",0,0,NA,NOT APPLICABLE,4-Jan,2015,WWW.CELEBRITYPHYSIQUES.COM,INFO@CELEBRITYPHYSIQUES.COM,905-821-3882,0, , , ,In Person,12/20/2019,5/30/2019
94053,623375,4871026, ,BELLERBY WELLNESS STUDIO,1454,520 INDUSTRIAL PARKWAY SOUTH,520,INDUSTRIAL,Parkway,S,LL 101,Aurora,Aurora,ONTARIO,CANADA,L4G6W8,520 INDUSTRIAL PARKWAY SOUTH,520,INDUSTRIAL,Parkway,S,LL 101,Aurora,Aurora,ONTARIO,CANADA,L4G6W8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,62149,OTHER OUT-PATIENT CARE CENTRES, , ,"WELLNESS STUDIO, MASSAGE THERAPY, GROUP FITNESS CLASSES AND PERSONAL TRAINING",0,0,NA,NOT APPLICABLE,4-Jan,2015,WWW.BELLERBYWELLNESS.COM,JOHN@BELLERBYWELLNESS.COM,905-713-3333,0, , , ,In Person,12/20/2019,6/19/2019
94158,637551,4858685, ,SPORTING LIFE,1444,5000 HIGHWAY 7,5000,7, , , ,Markham,Markham,ONTARIO,CANADA,L3R4M9,5000 HIGHWAY 7,5000,7, , , ,Markham,Markham,ONTARIO,CANADA,L3R4M9, ,45111,SPORTING GOODS STORES, , , , ,"RETAILER OF SPORTING GOODS, CLOTHING, SHOES, AND SPORTING ACCESSORIES",0,0,ON,CANADA,100-499,2014,WWW.SPORTINGLIFE.CA,SPORTINGLIFE@SPORTINGLIFE.CA,905-258-1111,0,905-258-1110, , ,In Person,12/20/2019,7/16/2019
